"Spectra_Name","Location","Instrument","Species_Code","Genus","Species","Canopy_position","PLSR_LeafAge_days","Measurement_Date","Leaf_VIS_Spectral_Absorption"
"BNL12609","FLMM","PSR+3500","CAL-ANT","Calophyllum","antillanum","Upper","20.1163136228984","20170306",0.914681476805255
"BNL12610","FLMM","PSR+3500","CAL-ANT","Calophyllum","antillanum","Upper","429.35025875134","20170306",0.945051194147238
"BNL12611","FLMM","PSR+3500","COC-PUB","Coccoloba","pubescens","Upper","163.06573879032","20170306",0.945191821993219
"BNL12612","FLMM","PSR+3500","COC-PUB","Coccoloba","pubescens","Upper","143.340213848373","20170306",0.932262886570688
"BNL12613","FLMM","PSR+3500","COC-PUB","Coccoloba","pubescens","Upper","87.0689828262605","20170306",0.929294248614266
"BNL12614","FLMM","PSR+3500","COC-PUB","Coccoloba","pubescens","Upper","162.119649472839","20170306",0.930027698784858
"BNL12615","FLMM","PSR+3500","COC-PUB","Coccoloba","pubescens","Upper","551.162298389437","20170306",0.919118540499417
"BNL12616","FLMM","PSR+3500","BUC-BUC","Bucida","buceras","Upper","162.01119202425","20170306",0.938876198042693
"BNL12617","FLMM","PSR+3500","BUC-BUC","Bucida","buceras","Upper","192.873183840814","20170306",0.920263286902002
"BNL12618","FLMM","PSR+3500","MAN-BID","Manilkara","bidentata","Upper","6.69654392569603","20170306",0.852524365756879
"BNL12619","FLMM","PSR+3500","MAN-BID","Manilkara","bidentata","Upper","185.264953492388","20170306",0.946390331393915
"BNL12620","FLMM","PSR+3500","MAN-BID","Manilkara","bidentata","Upper","539.802952999412","20170306",0.944723589858872
"BNL12621","FLMM","PSR+3500","COC-DIV","Coccoloba","diversifolia","Upper","98.1007423959066","20170306",0.930828379014657
"BNL12622","FLMM","PSR+3500","COC-DIV","Coccoloba","diversifolia","Upper","156.823095014118","20170306",0.943106036813259
"BNL12719","FLMM","PSR+3500","COC-DIV","Coccoloba","diversifolia","Upper","176.16283336618","20170306",0.960298789777089
"BNL12720","FLMM","PSR+3500","COC-DIV","Coccoloba","diversifolia","Upper","127.6943589444","20170306",0.940138482769797
"BNL12722","FLMM","PSR+3500","COC-DIV","Coccoloba","diversifolia","Upper","235.302391310203","20170306",0.952530925920932
"BNL12723","FLMM","PSR+3500","COC-DIV","Coccoloba","diversifolia","Upper","158.011483932907","20170306",0.959361974391641
"BNL12724","FLMM","PSR+3500","COC-DIV","Coccoloba","diversifolia","Upper","98.2794405725444","20170306",0.945468818736323
"BNL12725","FLMM","PSR+3500","BOU-SUC","Bourreria","succculenta","Upper","142.673398806315","20170306",0.905889367089242
"BNL12726","FLMM","PSR+3500","BOU-SUC","Bourreria","succculenta","Upper","113.514714123837","20170306",0.907272071334687
"BNL12727","FLMM","PSR+3500","BOU-SUC","Bourreria","succculenta","Upper","164.71379315347","20170306",0.921581187469023
"BNL12728","FLMM","PSR+3500","BOU-SUC","Bourreria","succculenta","Upper","277.922611363058","20170306",0.92847629407474
"BNL12729","FLMM","PSR+3500","BOU-SUC","Bourreria","succculenta","Upper","244.983967791332","20170306",0.93075821044058
"BNL12730","FLMM","PSR+3500","BOU-SUC","Bourreria","succculenta","Upper","175.530224245044","20170306",0.914986142335016
"BNL12731","FLMM","PSR+3500","CLU-ROS","Clusia","rosea","Upper","0.589766940515846","20170306",0.947563034785955
"BNL12732","FLMM","PSR+3500","GUA-FRA","Guapira","fragans","Upper","13.7238837695063","20170306",0.849787510960588
"BNL12733","FLMM","PSR+3500","GUA-FRA","Guapira","fragans","Upper","192.629309635606","20170306",0.90964890848726
"BNL12734","FLMM","PSR+3500","COC-DIV","Coccoloba","diversifolia","Upper","156.193580119044","20170306",0.945618964180272
"BNL12735","FLMM","PSR+3500","COC-DIV","Coccoloba","diversifolia","Upper","175.10972942956","20170306",0.959661327790386
"BNL12736","FLMM","PSR+3500","GUA-OFF","Guaiacum","officinale","Upper","52.564417062478","20170306",0.916954683099812
"BNL12737","FLMM","PSR+3500","CLU-ROS","Clusia","rosea","Upper","0.254023154834506","20170306",0.948514356860024
"BNL12738","FLMM","PSR+3500","CLU-ROS","Clusia","rosea","Upper","32.1273256192515","20170306",0.939020849965962
"BNL12739","FLMM","PSR+3500","CLU-ROS","Cordia","collococca",NA,"158.088434816423","20170306",0.937632684686588
"BNL12740","FLMM","PSR+3500","COR-COL","Cordia","collococca","Upper","121.460524720162","20170306",0.908039670944023
"BNL12741","FLMM","PSR+3500","COR-COL","Cordia","collococca","Upper","134.0050457976","20170306",0.914250809894611
"BNL12742","FLMM","PSR+3500","COR-COL","Cordia","collococca","Upper","150.248728930126","20170306",0.923286614848809
"BNL12743","FLMM","PSR+3500","COC-PUB","Coccoloba","pubescens","Upper","277.573550607225","20170306",0.930540070444727
"BNL12744","FLMM","PSR+3500","COC-PUB","Coccoloba","pubescens","Upper","606.738213577205","20170306",0.890759381318202
"BNL12745","FLMM","PSR+3500","COC-PUB","Coccoloba","pubescens","Upper","775.973980519743","20170306",0.872111224660813
"BNL12746","FLMM","PSR+3500","COC-PUB","Coccoloba","pubescens","Upper","693.516610592359","20170306",0.923554640734772
"BNL12623","FLMM","PSR+3500","FIC-TRY","Ficus","trigonata","Upper","96.4803821860189","20170307",0.924717845131286
"BNL12624","FLMM","PSR+3500","FIC-TRY","Ficus","trigonata","Upper","150.733831084227","20170307",0.940817629207729
"BNL12625","FLMM","PSR+3500","FIC-CIT","Ficus","citrifolia","Lower","25.0388652133178","20170307",0.837005562169171
"BNL12626","FLMM","PSR+3500","FIC-CIT","Ficus","citrifolia","Lower","84.480459520402","20170307",0.885937462471599
"BNL12627","FLMM","PSR+3500","TRE-MIC","Trema","micrantha","Lower","378.956660662807","20170307",0.913461680575925
"BNL12628","FLMM","PSR+3500","GUA-GUI","Guarea","guidonia","Mid","122.124351512751","20170307",0.944046376023153
"BNL12629","FLMM","PSR+3500","GUA-GUI","Guarea","guidonia","Upper","137.786858049883","20170307",0.938902283104023
"BNL12630","FLMM","PSR+3500","SWI-MAH","Swietenia","mahagoni","Upper","176.496839126223","20170307",0.931810179376378
"BNL12631","FLMM","PSR+3500","GUA-GUI","Guarea","guidonia","Upper","13.0150776831605","20170307",0.853248614345367
"BNL12633","FLMM","PSR+3500","FIC-TRY","Ficus","trigonata","Lower","195.758972221583","20170307",0.924130363889138
"BNL12634","FLMM","PSR+3500","FIC-TRY","Ficus","trigonata","Lower","349.758412358872","20170307",0.929109177008075
"BNL12635","FLMM","PSR+3500","TER-CAT","Terminalia","catappa","Upper","197.900921591719","20170307",0.937374686563319
"BNL12636","FLMM","PSR+3500","GUA-ULM","Guazuma","ulmifolia","Upper","253.253690244866","20170307",0.944277361184794
"BNL12637","FLMM","PSR+3500","DEN-ARB","Dendropanax","arboreus","Lower","200.882057439459","20170307",0.950071556045521
"BNL12638","FLMM","PSR+3500","DEN-ARB","Dendropanax","arboreus","Lower","319.290942837052","20170307",0.920882442637497
"BNL12639","FLMM","PSR+3500","DEN-ARB","Dendropanax","arboreus","Upper","21.5964311736075","20170307",0.728616483931318
"BNL12640","FLMM","PSR+3500","DEN-ARB","Dendropanax","arboreus","Upper","238.435921034423","20170307",0.925394527895804
"BNL12641","FLMM","PSR+3500","TET-BAL","Tetragastris","balsamifera","Lower","359.61706360602","20170307",0.953924086741808
"BNL12642","FLMM","PSR+3500","TET-BAL","Tetragastris","balsamifera","Lower","557.816245092192","20170307",0.933709723714013
"BNL12643","FLMM","PSR+3500","BUC-TET","Buchenavia","tetraphylla","Lower","436.840151529097","20170307",0.902467519206878
"BNL12644","FLMM","PSR+3500","BUC-TET","Buchenavia","tetraphylla","Upper","150.365318484626","20170307",0.944750116022245
"BNL12645","FLMM","PSR+3500","DEL-REG","Delonix","regia","Upper","103.649650809279","20170307",0.931127945162145
"BNL12646","FLMM","PSR+3500","GUA-ULM","Guazuma","ulmifolia","Lower","207.751540884747","20170307",0.930991233836478
"BNL12647","FLMM","PSR+3500","SPA-CAM","Spathodea","campanulata P. Beauv","Upper","55.7108036607212","20170307",0.906533670106587
"BNL12648","FLMM","PSR+3500","DEN-ARB","Dendropanax","arboreus","Upper","20.6390019630931","20170307",0.81030079935226
"BNL12649","FLMM","PSR+3500","DEN-ARB","Dendropanax","arboreus","Upper","271.036853847416","20170307",0.942426304073674
"BNL12651","FLMM","PSR+3500","TET-BAL","Tetragastris","balsamifera","Upper","13.8151824237047","20170307",0.810754550502984
"BNL12747","IITF","PSR+3500","SWI-MAC","Swietenia","macrophylla","Upper","120.889664276309","20170307",0.883197465512228
"BNL12748","IITF","PSR+3500","SWI-MAC","Swietenia","macrophylla","Upper","131.620248847231","20170307",0.916174402049919
"BNL12749","IITF","PSR+3500","SWI-MAC","Swietenia","macrophylla","Upper","117.79682923805","20170307",0.917854839858935
"BNL12750","IITF","PSR+3500","SWI-MAC","Swietenia","macrophylla","Upper","128.007474148932","20170307",0.923722714285893
"BNL12751","IITF","PSR+3500","SWI-MAC","Swietenia","macrophylla","Upper","80.0719552020012","20170307",0.885931224421964
"BNL12752","IITF","PSR+3500","AND-INE","Andira","inermis (MOCA)","Upper","22.5665658791567","20170307",0.859232221412638
"BNL12753","IITF","PSR+3500","AND-INE","Andira","inermis (MOCA)","Upper","23.2214411332057","20170307",0.839842839064048
"BNL12754","IITF","PSR+3500","AND-INE","Andira","inermis (MOCA)","Upper","220.326563251253","20170307",0.939076224116136
"BNL12756","IITF","PSR+3500","AND-INE","Andira","inermis (MOCA)","Upper","212.313483222485","20170307",0.925636740876039
"BNL12757","IITF","PSR+3500","AND-INE","Andira","inermis (MOCA)","Upper","23.2873725179446","20170307",0.871435423451316
"BNL12758","IITF","PSR+3500","CAL-ANT","Calophyllum","antillanum","Upper","239.303779131236","20170307",0.956692201818661
"BNL12759","IITF","PSR+3500","CAL-ANT","Calophyllum","antillanum","Upper","225.68419252335","20170307",0.955104718904341
"BNL12760","IITF","PSR+3500","CAL-ANT","Calophyllum","antillanum","Upper","209.379272938479","20170307",0.954032311174407
"BNL12761","IITF","PSR+3500","CAL-ANT","Calophyllum","antillanum","Upper","5.57538614519721","20170307",0.881400198667445
"BNL12762","IITF","PSR+3500","CAL-ANT","Calophyllum","antillanum","Upper","0.0903169447485709","20170307",0.899468289227021
"BNL12763","IITF","PSR+3500","CAL-ANT","Calophyllum","antillanum","Upper","3.67438201699468","20170307",0.904560604205162
"BNL12764","IITF","PSR+3500","CLI-FAI","Clitorin","fairchildan","Upper","146.864774129657","20170307",0.923692159455446
"BNL12765","IITF","PSR+3500","CLI-FAI","Clitorin","fairchildan","Upper","126.388071785615","20170307",0.921387749156989
"BNL12766","IITF","PSR+3500","CLI-FAI","Clitorin","fairchildan","Upper","71.2534071364558","20170307",0.898812728160951
"BNL12767","IITF","PSR+3500","CLI-FAI","Clitorin","fairchildan","Upper","80.5162641261022","20170307",0.907063216947753
"BNL12768","IITF","PSR+3500","CLI-FAI","Clitorin","fairchildan","Upper","123.702205852286","20170307",0.922823405737025
"BNL12650","FLMM","PSR+3500","SPA-CAM","Spathodea","campanulata P. Beauv","Lower","201.936422929484","20170308",0.932484346609726
"BNL12652","FLMM+IITF","PSR+3500","MAN-BID","Manilkara","bidentata","Upper","26.5888555291929","20170308",0.859824081741773
"BNL12653","FLMM+IITF","PSR+3500","CEI-PEN","Ceiba","pentandra","Upper","147.665723653793","20170308",0.850932821820502
"BNL12654","FLMM+IITF","PSR+3500","CEI-PEN","Ceiba","pentandra","Upper","134.233996600222","20170308",0.91105475605542
"BNL12655","FLMM+IITF","PSR+3500","MAN-BID","Manilkara","bidentata","Upper","219.752205593225","20170308",0.900286781803352
"BNL12656","FLMM+IITF","PSR+3500","MAN-BID","Manilkara","bidentata","Upper","246.368715875176","20170308",0.791765090988805
"BNL12657","FLMM+IITF","PSR+3500","SWI-MAH","Swietenia","mahagoni","Lower","163.156193891736","20170308",0.923638343373417
"BNL12658","FLMM+IITF","PSR+3500","CEI-PEN","Ceiba","pentandra","Mid","23.7022512669848","20170308",0.835154039551918
"BNL12659","FLMM+IITF","PSR+3500","FIC-CIT","Ficus","citrifolia","Upper","70.1634705937143","20170308",0.92801568811675
"BNL12660","FLMM+IITF","PSR+3500","FIC-CIT","Ficus","citrifolia","Upper","111.78124712645","20170308",0.941690183142124
"BNL12661","FLMM+IITF","PSR+3500","FIC-CIT","Ficus","citrifolia","Upper","186.42064394464","20170308",0.932320048218839
"BNL12662","FLMM+IITF","PSR+3500","COR-ALL","Cordia","alliodora","Lower","563.476611943595","20170308",0.880507768103907
"BNL12663","FLMM+IITF","PSR+3500","TET-BAL","Tetragastris","balsamifera","Upper","195.02687416271","20170308",0.945313179925612
"BNL12664","FLMM+IITF","PSR+3500","COR-ALL","Cordia","alliodora","Upper","223.38851716818","20170308",0.928935617319699
"BNL12665","FLMM+IITF","PSR+3500","OCO-LEU","Ocotea","leucoxylon (Sw.) De Laness.","Upper","211.188414537471","20170308",0.925902024390121
"BNL12666","FLMM+IITF","PSR+3500","CIN-ELO","Cinnamomum","elongatum (Vahl ex Nees) Kosterm.","Upper","61.0288844423754","20170308",0.863524238982277
"BNL12667","FLMM+IITF","PSR+3500","CIN-ELO","Cinnamomum","elongatum (Vahl ex Nees) Kosterm.","Upper","149.103003706063","20170308",0.929036402146142
"BNL12668","FLMM+IITF","PSR+3500","CIN-ELO","Cinnamomum","elongatum (Vahl ex Nees) Kosterm.","Upper","339.064663742819","20170308",0.92927145149739
"BNL12669","FLMM+IITF","PSR+3500","CEC-SCH","Cecropia","schreberiana Miq.","Upper","119.196806888645","20170308",0.948944688259167
"BNL12670","FLMM+IITF","PSR+3500","CEC-SCH","Cecropia","schreberiana Miq.","Upper","141.121080291962","20170308",0.950770360852137
"BNL12671","FLMM+IITF","PSR+3500","CIN-ELO","Cinnamomum","elongatum (Vahl ex Nees) Kosterm.","Lower","213.90289522922","20170308",0.940563808849523
"BNL12672","FLMM+IITF","PSR+3500","ALB-PRO","Albizia","procera (Roxb.) Benth.","Upper","62.1758098402567","20170308",0.927636367670154
"BNL12673","FLMM+IITF","PSR+3500","ALB-PRO","Albizia","procera (Roxb.) Benth.","Upper","132.174518310368","20170308",0.946944351917401
"BNL12674","FLMM+IITF","PSR+3500","CEC-SCH","Cecropia","schreberiana Miq.","Upper","2.67409160387243","20170308",0.897399860343389
"BNL12675","FLMM+IITF","PSR+3500","CLI-FAI","Clitorin","fairchildan","Upper","81.1538160835496","20170308",0.912484416730685
"BNL12676","FLMM+IITF","PSR+3500","CLI-FAI","Clitorin","fairchildan","Upper","121.943973291171","20170308",0.927881733773499
"BNL12677","FLMM+IITF","PSR+3500","CLI-FAI","Clitorin","fairchildan","Upper","97.9302226763236","20170308",0.799728747733012
"BNL12678","FLMM+IITF","PSR+3500","CLI-FAI","Clitorin","fairchildan","Upper","5.92785535264577","20170308",0.870729640133997
"BNL12679","FLMM+IITF","PSR+3500","CLI-FAI","Clitorin","fairchildan","Upper","167.567314103006","20170308",0.953181717625631
"BNL12680","FLMM+IITF","PSR+3500","AND-INE","Andira","inermis","Upper","19.572819140011","20170308",0.845158733089125
"BNL12681","FLMM+IITF","PSR+3500","AND-INE","Andira","inermis","Upper","30.6122411940052","20170308",0.882943968233653
"BNL12682","FLMM+IITF","PSR+3500","AND-INE","Andira","inermis","Upper","175.416712332212","20170308",0.926676779845438
"BNL12683","FLMM+IITF","PSR+3500","SWI-MAC","Swietenia","macrophylla","Upper","127.377581691109","20170308",0.926877180023827
"BNL12684","FLMM+IITF","PSR+3500","SWI-MAC","Swietenia","macrophylla","Upper","175.335989098314","20170308",0.870257809629318
"BNL12687","FLMM+IITF","PSR+3500","BUC-BUC","Bucida","buceras","Upper","230.916290388413","20170308",0.948590134698645
"BNL12688","FLMM+IITF","PSR+3500","BUC-BUC","Bucida","buceras","Upper","5.40966839142878","20170308",0.841346476593426
"BNL12689","FLMM+IITF","PSR+3500","BUC-BUC","Bucida","buceras","Upper","274.19553756466","20170308",0.9486504581526
"BNL12690","FLMM+IITF","PSR+3500","PIM-RAC","Pimenta","racemosa (Mill.) J.W. Moore","Upper","19.5335147393765","20170308",0.901690821034678
"BNL12691","FLMM+IITF","PSR+3500","PIM-RAC","Pimenta","racemosa (Mill.) J.W. Moore","Upper","63.7395325774579","20170308",0.922710382152151
"BNL12692","FLMM+IITF","PSR+3500","BUC-BUC","Bucida","buceras","Upper","88.2441462277162","20170308",0.928037722401924
"BNL12718","FLMM","PSR+3500","ROY-BOR","Roystonea","borinquena","Upper","174.008614420554","20170308",0.902836174647634
"BNL12769","FLMM","PSR+3500","ROY-BOR","Roystonea","borinquena","Upper","135.477659508765","20170308",0.892264930071442
"BNL12770","FLMM","PSR+3500","ROY-BOR","Roystonea","borinquena","Upper","134.509624616456","20170308",0.893558966910677
"BNL12771","FLMM","PSR+3500","ROY-BOR","Roystonea","borinquena","Upper","105.505207436466","20170308",0.929991331784633
"BNL12772","FLMM","PSR+3500","ROY-BOR","Roystonea","borinquena","Upper","111.38491516056","20170308",0.933716510228365
"BNL12773","IITF","PSR+3500","TER-WHR","Terocaous","whra","Upper","265.816714809232","20170308",0.960879107713114
"BNL12774","FLMM+IITF","PSR+3500","Cecropia","Cecropia",NA,"Upper","115.929790786025","20170308",0.953631344265719
"BNL12775","FLMM+IITF","PSR+3500","Cecropia","Cecropia",NA,"Upper","159.006891229954","20170308",0.951264515169675
"BNL12776","FLMM+IITF","PSR+3500","Cecropia","Cecropia",NA,"Upper","265.906101010797","20170308",0.960991930752598
"BNL12778","FLMM+IITF","PSR+3500","Cecropia","Cecropia",NA,"Upper","142.099298686325","20170308",0.949716133247599
"BNL12779","FLMM+IITF","PSR+3500","AND-INE","Andira","inermis (MOCA)","Upper","90.300136295082","20170308",0.931255841063044
"BNL12780","FLMM+IITF","PSR+3500","AND-INE","Andira","inermis (MOCA)",NA,"140.923501901777","20170308",0.948526872727388
"BNL12781","FLMM+IITF","PSR+3500","BUC-BUC","Bucida","buceras","Upper","239.89863159212","20170308",0.955155735160143
"BNL12782","FLMM+IITF","PSR+3500","BUC-BUC","Bucida","buceras","Upper","331.638933913246","20170308",0.952901011458634
"BNL12783","FLMM+IITF","PSR+3500","BUC-BUC","Bucida","buceras","Upper","232.71288716921","20170308",0.950184806679121
"BNL12784","FLMM+IITF","PSR+3500","BUC-BUC","Bucida","buceras","Upper","6.95975352401257","20170308",0.823374064037665
"BNL12785","FLMM+IITF","PSR+3500","BUC-BUC","Bucida","buceras","Upper","19.0443019334137","20170308",0.794747045358057
"BNL12786","FLMM+IITF","PSR+3500","BUC-BUC","Bucida","buceras","Upper","22.6886971279394","20170308",0.785073250125382
"BNL12787","FLMM+IITF","PSR+3500","CAL-ANT","Calophyllum","antillanum","Upper","222.357087028294","20170308",0.951799320820762
"BNL12788","FLMM+IITF","PSR+3500","CAL-ANT","Calophyllum","antillanum","Upper","169.037562909004","20170308",0.951844525377817
"BNL12789","FLMM+IITF","PSR+3500","CAL-ANT","Calophyllum","antillanum","Upper","193.338141626227","20170308",0.946594098979896
"BNL12698","SB2","PSR+3500","MAN-BID","Manilkara","bidentata","Lower","227.88041469429","20170309",0.960844949112228
"BNL12699","SB2","PSR+3500","CAL-CAL","Calophyllum","calaba","Mid","6.45399920221058","20170309",0.808361090999376
"BNL12700","SB2","PSR+3500","CAL-CAL","Calophyllum","calaba","Mid","4.32405049730775","20170309",0.858762003556724
"BNL12901","SB2","PSR+3500","CAL-CAL","Calophyllum","calaba","Upper","378.605504240797","20170308",0.958872510234842
"BNL12902","SB2","PSR+3500","SYZ-JAM","Syzygium","jambos","Upper","13.9045063493143","20170308",0.884889197184843
"BNL12903","SB2","PSR+3500","SYZ-JAM","Syzygium","jambos","Upper","535.254920994455","20170308",0.958397020479627
"BNL12904","SB2","PSR+3500","ING-LAU","Inga","laurina (Sw.) Willd.","Lower","170.658386293979","20170308",0.937058655456939
"BNL12905","SB2","PSR+3500","SYZ-JAM","Syzygium","jambos","Mid","8.40312606778044","20170308",0.85288337791419
"BNL12906","SB2","PSR+3500","SYZ-JAM","Syzygium","jambos","Mid","13.3345624532604","20170308",0.87767269734634
"BNL12907","SB2","PSR+3500","SYZ-JAM","Syzygium","jambos","Mid","270.400935659615","20170308",0.960492005615617
"BNL12908","SB2","PSR+3500","SYZ-JAM","Syzygium","jambos","Mid","371.171126818799","20170308",0.960528150780073
"BNL12909","SB2","PSR+3500","SYZ-JAM","Syzygium","jambos","Mid","14.295527178913","20170308",0.894010789703809
"BNL12910","SB2","PSR+3500","ALC-LAT","Alchornea","latifolia Sw.","Mid","46.4930855285615","20170308",0.849382313030757
"BNL12911","SB2","PSR+3500","ALC-LAT","Alchornea","latifolia Sw.","Mid","97.4198543700193","20170309",0.926222433382181
"BNL12912","SB2","PSR+3500","ALC-LAT","Alchornea","latifolia Sw.","Mid","164.535548773655","20170309",0.925533500238418
"BNL12913","SB2","PSR+3500","TAB-HET","Tabebuia","heterophylla (DC.) Britton","Mid","75.8531790459971","20170309",0.910444045243297
"BNL12914","SB2","PSR+3500","TAB-HET","Tabebuia","heterophylla (DC.) Britton","Mid","258.613472740316","20170309",0.957068937025252
"BNL12915","SB2","PSR+3500","ALC-LAT","Alchornea","latifolia Sw.","Upper","51.5931293540143","20170308",0.851001368163851
"BNL12916","SB2","PSR+3500","ALC-LAT","Alchornea","latifolia Sw.","Upper","291.189542775274","20170308",0.923340362536175
"BNL12917","SB2","PSR+3500","MAN-BID","Manilkara","bidentata","Mid","7.84571896175736","20170309",0.84498479144445
"BNL12918","SB2","PSR+3500","MAN-BID","Manilkara","bidentata",NA,"58.7133416936825","20170309",0.926882815372575
"BNL12919","SB2","PSR+3500","MAN-BID","Manilkara","bidentata","Mid","552.32590930034","20170309",0.953124598704886
"BNL12920","SB2","PSR+3500","CAL-CAL","calophyllum","calaba","Lower","2.77501413995693","20170308",0.824264765168951
"BNL12921","SB2","PSR+3500","CAL-CAL","calophyllum","calaba","Lower","154.755790044868","20170308",0.959206993150057
"BNL12922","SB2","PSR+3500","TAB-HET","Tabebuia","heterophylla (DC.) Britton","Lower","284.778252128725","20170308",0.943860246069889
"BNL12923","SB2","PSR+3500","CAL-CAL","calophyllum","calaba","Lower","2.27506192892827","20170308",0.875727125634449
"BNL12924","SB2","PSR+3500","CAL-CAL","calophyllum","calaba","Lower","574.581728344982","20170308",0.958302745230757
"BNL12925","SB2","PSR+3500","ALC-LAT","Alchornea","latifolia Sw.","Mid","92.9608508989464","20170308",0.894142910828639
"BNL12926","SB2","PSR+3500","ALC-LAT","Alchornea","latifolia Sw.","Mid","179.418039927491","20170309",0.893150363767715
