SampleID,Site,Latitude,Longitude,Sample_Type,Date,Species_Number,Species_ID,Full_Species_Name,Genus,Species,Leaf_Age,Canopy_Position,Light_Exposure
BNL12844,CAM II,18.449981,-66.600623,Chem,20170304,42099,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Mature,Upper,Sunlit
BNL12845,CAM II,18.449981,-66.600623,Chem,20170304,42372,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Mature,Mid,Part_Sun
BNL12846,CAM II,18.449981,-66.600623,Chem,20170304,48086,CLU-ROS,Clusia rosea Jacq.,Clusia,rosea Jacq.,Mature,Mid,Part_Sun
BNL12847,CAM II,18.449981,-66.600623,Chem,20170304,48086,CLU-ROS,Clusia rosea Jacq.,Clusia,rosea Jacq.,Old-epiphyll,Mid,Part_Sun
BNL12847T,CAM II,18.449981,-66.600623,Chem,20170304,48086,CLU-ROS,Clusia rosea Jacq.,Clusia,rosea Jacq.,Old-epiphyll,Mid,Part_Sun
BNL12848,CAM II,18.449981,-66.600623,Chem,20170304,42367,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Mature,Mid,Part_Sun
BNL12849,CAM II,18.449981,-66.600623,Chem,20170304,42367,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Old,Mid,Part_Sun
BNL12850,CAR I,18.093005,-66.029509,Chem,20170304,42279,KRU-FER,Krugiodendron ferreum (Vahl) Urb.,Krugiodendron,ferreum (Vahl) Urb.,-9999,Mid,Part_Sun
BNL12851,CAR I,18.093005,-66.029509,Chem,20170304,42721,GYM-LUC,Gymnanthes lucida Sw.,Gymnanthes,lucida Sw.,Mature,Upper,Sunlit
BNL12852,CAR I,18.093005,-66.029509,Chem,20170304,42721,GYM-LUC,Gymnanthes lucida Sw.,Gymnanthes,lucida Sw.,Mature-Old,Upper,Sunlit
BNL12853,CAM II,18.449981,-66.600623,Chem,20170304,42701,KRU-FER,Krugiodendron ferreum (Vahl) Urb.,Krugiodendron,ferreum (Vahl) Urb.,Mature-minor-epiphyll,Mid,Part_Sun
BNL12854,CAR I,18.093005,-66.029509,Chem,20170304,42371,SID-SAL,Sideroxylon salicifolium (L.) Lam.,Sideroxylon,salicifolium (L.) Lam.,Old,Upper,Sunlit
BNL12855,CAR I,18.093005,-66.029509,Chem,20170304,42400,ZAN-MAR,Zanthoxylum martinicense (Lam.) DC.,Zanthoxylum,martinicense (Lam.) DC.,Old,Mid,Part_Sun
BNL12856,CAM II,18.449981,-66.600623,Chem,20170304,42261,LIC-PAR,Licaria parvifolia (Lam.) Kosterm.,Licaria,parvifolia (Lam.) Kosterm.,Old-epiphyll,Mid,Part_Sun
BNL12857,CAM II,18.449981,-66.600623,Chem,20170304,42703,ZAN-MAR,Zanthoxylum martinicense (Lam.) DC.,Zanthoxylum,martinicense (Lam.) DC.,Old-epiphyll,Mid,Part_Sun
BNL12858,CAM II,18.449981,-66.600623,Chem,20170304,42711,KRU-FER,Krugiodendron ferreum (Vahl) Urb.,Krugiodendron,ferreum (Vahl) Urb.,Mature,Mid,Part_Sun
BNL12859,CAM II,18.449981,-66.600623,Chem,20170304,42284,GYM-LUC,Gymnanthes lucida Sw.,Gymnanthes,lucida Sw.,Mature,Mid,Part_Sun
BNL12860,CAR I,18.093005,-66.029509,Chem,20170304,42371,SID-SAL,Sideroxylon salicifolium (L.) Lam.,Sideroxylon,salicifolium (L.) Lam.,Old,Upper,Sunlit
BNL12861,CAR I,18.093005,-66.029509,Chem,20170305,42209,LIC-PAR,Licaria parvifolia (Lam.) Kosterm.,Licaria,parvifolia (Lam.) Kosterm.,Old,Upper,Sunlit
BNL12862,CAM II,18.449981,-66.600623,Chem,20170305,42399,CHR-PAU,Chrysophyllum pauciflorum,Chrysophyllum,pauciflorum,Old,Mid,Part_Sun
BNL12862T,CAM II,18.449981,-66.600623,Chem,20170305,42399,CHR-PAU,Chrysophyllum pauciflorum,Chrysophyllum,pauciflorum,Old,Mid,Part_Sun
BNL12863,CAM II,18.449981,-66.600623,Chem,20170305,42098,LIC-PAR,Licaria parvifolia (Lam.) Kosterm.,Licaria,parvifolia (Lam.) Kosterm.,Senescent ,Upper,Sunlit
BNL12863T,CAM II,18.449981,-66.600623,Chem,20170305,42098,LIC-PAR,Licaria parvifolia (Lam.) Kosterm.,Licaria,parvifolia (Lam.) Kosterm.,Senescent ,Upper,Sunlit
BNL12864,CAM II,18.449981,-66.600623,Chem,20170305,42098,LIC-PAR,Licaria parvifolia (Lam.) Kosterm.,Licaria,parvifolia (Lam.) Kosterm.,Mature,Upper,Sunlit
BNL12864T,CAM II,18.449981,-66.600623,Chem,20170305,42098,LIC-PAR,Licaria parvifolia (Lam.) Kosterm.,Licaria,parvifolia (Lam.) Kosterm.,Mature,Upper,Sunlit
BNL12865,CAR I,18.093005,-66.029509,Chem,20170305,42281,KRU-FER,Krugiodendron ferreum (Vahl) Urb.,Krugiodendron,ferreum (Vahl) Urb.,Mature,Mid,Part_Sun
BNL12866,CAM II,18.449981,-66.600623,Chem,20170305,42719,GYM-LUC,Gymnanthes lucida Sw.,Gymnanthes,lucida Sw.,Young,Mid,Part_Sun
BNL12866T,CAM II,18.449981,-66.600623,Chem,20170305,42719,GYM-LUC,Gymnanthes lucida Sw.,Gymnanthes,lucida Sw.,Young,Mid,Part_Sun
BNL12867,FLMM,18.387864,-66.028765,Chem,20170305,60-5,AND-INE,Andira inermis (MOCA),Andira,inermis (MOCA),Mature ,Upper,Sunlit
BNL12867T,FLMM,18.387864,-66.028765,Chem,20170305,60-5,AND-INE,Andira inermis (MOCA),Andira,inermis (MOCA),Mature ,Upper,Sunlit
BNL12868,FLMM,18.387864,-66.028765,Chem,20170305,13,BOU-SUC,Bourreria succculenta,Bourreria,succculenta,Old,Lower,Shaded
BNL12868T,FLMM,18.387864,-66.028765,Chem,20170305,13,BOU-SUC,Bourreria succculenta,Bourreria,succculenta,Old,Lower,Shaded
BNL12869,FLMM,18.387864,-66.028765,Chem,20170305,18-4/18-1,PIM-RAC,Pimenta racemosa var.?,Pimenta,racemosa,Mature,Upper,Sunlit
BNL12870,FLMM,18.387864,-66.028765,Chem,20170305,13,BOU-SUC,Bourreria succculenta,Bourreria,succculenta,Young,Upper,Sunlit
BNL12870T,FLMM,18.387864,-66.028765,Chem,20170305,13,BOU-SUC,Bourreria succculenta,Bourreria,succculenta,Young,Upper,Sunlit
BNL12871,FLMM,18.387864,-66.028765,Chem,20170305,13,BOU-SUC,Bourreria succculenta,Bourreria,succculenta,Old,Upper,Sunlit
BNL12871T,FLMM,18.387864,-66.028765,Chem,20170305,13,BOU-SUC,Bourreria succculenta,Bourreria,succculenta,Old,Upper,Sunlit
BNL12872,FLMM,18.387864,-66.028765,GasEx / Fs,20170305,13,BOU-SUC,Bourreria succculenta,Bourreria,succculenta,Mature,Upper,Sunlit
BNL12873,FLMM,18.387864,-66.028765,Chem,20170305,65,MAM-AME,Mammea americana,Mammea,americana,Mature,Lower,Shaded
BNL12873T,FLMM,18.387864,-66.028765,Chem,20170305,65,MAM-AME,Mammea americana,Mammea,americana,Mature,Lower,Shaded
BNL12874,FLMM,18.387864,-66.028765,Chem,20170305,65,MAM-AME,Mammea americana,Mammea,americana,Old,Lower,Shaded
BNL12874T,FLMM,18.387864,-66.028765,Chem,20170305,65,MAM-AME,Mammea americana,Mammea,americana,Old,Lower,Shaded
BNL12875,FLMM,18.387864,-66.028765,Chem,20170305,1,BUR-SIM,Bursera simaruba,Bursera,simaruba,-9999,Upper,Sunlit
BNL12875T,FLMM,18.387864,-66.028765,Chem,20170305,1,BUR-SIM,Bursera simaruba,Bursera,simaruba,-9999,Upper,Sunlit
BNL12876,FLMM,18.387864,-66.028765,Chem,20170305,1,BUR-SIM,Bursera simaruba,Bursera,simaruba,-9999,Upper,Sunlit
BNL12876T,FLMM,18.387864,-66.028765,Chem,20170305,1,BUR-SIM,Bursera simaruba,Bursera,simaruba,-9999,Upper,Sunlit
BNL12877,FLMM,18.387864,-66.028765,Chem,20170305,15-1,ZAN-MAR,Zanthoxylum martinicense,Zanthoxylum,martinicense,Senescent ,Upper,Sunlit
BNL12877T,FLMM,18.387864,-66.028765,Chem,20170305,15-1,ZAN-MAR,Zanthoxylum martinicense,Zanthoxylum,martinicense,Senescent ,Upper,Sunlit
BNL12878,FLMM,18.387864,-66.028765,Chem,20170305,25,CAL-CAN,Calycophyllum candidissimum,Calycophyllum,candidissimum,Mature,Upper,Sunlit
BNL12878T,FLMM,18.387864,-66.028765,Chem,20170305,25,CAL-CAN,Calycophyllum candidissimum,Calycophyllum,candidissimum,Mature,Upper,Sunlit
BNL12879,FLMM,18.387864,-66.028765,Chem,20170305,25,CAL-CAN,Calycophyllum candidissimum,Calycophyllum,candidissimum,Senescent ,Upper,Sunlit
BNL12879T,FLMM,18.387864,-66.028765,Chem,20170305,25,CAL-CAN,Calycophyllum candidissimum,Calycophyllum,candidissimum,Senescent ,Upper,Sunlit
BNL12880,FLMM,18.387864,-66.028765,Chem,20170305,89,ANA-OCC,Anacardium occidentale,Anacardium,occidentale,Young,Upper,Sunlit
BNL12880T,FLMM,18.387864,-66.028765,Chem,20170305,89,ANA-OCC,Anacardium occidentale,Anacardium,occidentale,Young,Upper,Sunlit
BNL12881,FLMM,18.387864,-66.028765,GasEx / Fs,20170305,83,COR-DEN,Cordia dentata,Cordia,dentata,Mature-Old,Upper,Sunlit
BNL12882,FLMM,18.387864,-66.028765,GasEx / Fs,20170305,83,COR-DEN,Cordia dentata,Cordia,dentata,Old,Upper,Sunlit
BNL12883,FLMM,18.387864,-66.028765,GasEx / Fs,20170305,89,ANA-OCC,Anacardium occidentale,Anacardium,occidentale,-9999,Upper,Sunlit
BNL12884,FLMM,18.387864,-66.028765,GasEx / Fs,20170305,89,ANA-OCC,Anacardium occidentale,Anacardium,occidentale,Young,Upper,Sunlit
BNL12885,FLMM,18.387864,-66.028765,GasEx / Fs,20170305,52,CLU-ROS,Clusia rosea,Clusia,rosea,Young,Lower,Shaded
BNL12886,FLMM,18.387864,-66.028765,GasEx / Fs,20170305,52,CLU-ROS,Clusia rosea,Clusia,rosea,Mature,Lower,Shaded
BNL12887,FLMM,18.387864,-66.028765,GasEx / Fs,20170305,52,CLU-ROS,Clusia rosea,Clusia,rosea,Old,Lower,Shaded
BNL12888,FLMM,18.387864,-66.028765,Chem,20170305,89,ANA-OCC,Anacardium occidentale,Anacardium,occidentale,Old,Upper,Sunlit
BNL12889,FLMM,18.387864,-66.028765,Chem,20170305,89,ANA-OCC,Anacardium occidentale,Anacardium,occidentale,Young,Upper,Sunlit
BNL12889T,FLMM,18.387864,-66.028765,Chem,20170305,89,ANA-OCC,Anacardium occidentale,Anacardium,occidentale,Young,Upper,Sunlit
BNL12890,FLMM,18.387864,-66.028765,Chem,20170305,52,CLU-ROS,Clusia rosea,Clusia,rosea,Senescent ,Lower,Shaded
BNL12891,FLMM,18.387864,-66.028765,Chem,20170305,65-2,MAM-AME,Mammea americana,Mammea,americana,Young-Mature,Upper,Sunlit
BNL12891T,FLMM,18.387864,-66.028765,Chem,20170305,65-2,MAM-AME,Mammea americana,Mammea,americana,Young-Mature,Upper,Sunlit
BNL12892,FLMM,18.387864,-66.028765,Chem,20170305,65-2,MAM-AME,Mammea americana,Mammea,americana,Mature-Old,Upper,Sunlit
BNL12892T,FLMM,18.387864,-66.028765,Chem,20170305,65-2,MAM-AME,Mammea americana,Mammea,americana,Mature-Old,Upper,Sunlit
BNL12893,FLMM,18.387864,-66.028765,Chem,20170305,89,ANA-OCC,Anacardium occidentale,Anacardium,occidentale,Old,Upper,Sunlit
BNL12894,FLMM,18.387864,-66.028765,Chem,20170305,52,CLU-ROS,Clusia rosea,Clusia,rosea,Mature,Upper,Sunlit
BNL12894T,FLMM,18.387864,-66.028765,Chem,20170305,52,CLU-ROS,Clusia rosea,Clusia,rosea,Mature,Upper,Sunlit
BNL12895,FLMM,18.387864,-66.028765,Chem,20170305,52,CLU-ROS,Clusia rosea,Clusia,rosea,Old,Upper,Sunlit
BNL12895T,FLMM,18.387864,-66.028765,Chem,20170305,52,CLU-ROS,Clusia rosea,Clusia,rosea,Old,Upper,Sunlit
BNL12896,FLMM,18.387864,-66.028765,Chem,20170305,65-3,MAM-AME,Mammea americana,Mammea,americana,Young,Upper,Sunlit
BNL12896T,FLMM,18.387864,-66.028765,Chem,20170305,65-3,MAM-AME,Mammea americana,Mammea,americana,Young,Upper,Sunlit
BNL12897,FLMM,18.387864,-66.028765,Chem,20170305,52,CLU-ROS,Clusia rosea,Clusia,rosea,Young,Upper,Sunlit
BNL12897T,FLMM,18.387864,-66.028765,Chem,20170305,52,CLU-ROS,Clusia rosea,Clusia,rosea,Young,Upper,Sunlit
BNL12898,FLMM,18.387864,-66.028765,Chem,20170305,65-3,MAM-AME,Mammea americana,Mammea,americana,Old,Upper,Sunlit
BNL12898T,FLMM,18.387864,-66.028765,Chem,20170305,65-3,MAM-AME,Mammea americana,Mammea,americana,Old,Upper,Sunlit
BNL12899,FLMM,18.387864,-66.028765,Chem,20170305,204,BYR-LUC,Byrsonima lucida,Byrsonima,lucida,Mature,Upper,Sunlit
BNL12899T,FLMM,18.387864,-66.028765,Chem,20170305,204,BYR-LUC,Byrsonima lucida,Byrsonima,lucida,Mature,Upper,Sunlit
BNL12900,FLMM,18.387864,-66.028765,Chem,20170305,204,BYR-LUC,Byrsonima lucida,Byrsonima,lucida,Old,Upper,Sunlit
BNL12900T,FLMM,18.387864,-66.028765,Chem,20170305,204,BYR-LUC,Byrsonima lucida,Byrsonima,lucida,Old,Upper,Sunlit
BNL12901,SB2,18.302924,-65.787412,Chem,20170308,653,CAL-CAL,Calophyllum calaba,Calophyllum,calaba,Old,Upper,Sunlit
BNL12901T,SB2,18.302924,-65.787412,Chem,20170308,653,CAL-CAL,Calophyllum calaba,Calophyllum,calaba,Old,Upper,Sunlit
BNL12902,SB2,18.302924,-65.787412,Chem,20170308,2897,SYZ-JAM,Syzygium jambos,Syzygium,jambos,Young,Upper,Sunlit
BNL12902T,SB2,18.302924,-65.787412,Chem,20170308,2897,SYZ-JAM,Syzygium jambos,Syzygium,jambos,Young,Upper,Sunlit
BNL12903,SB2,18.302924,-65.787412,Chem,20170308,2897,SYZ-JAM,Syzygium jambos,Syzygium,jambos,Old,Upper,Sunlit
BNL12903T,SB2,18.302924,-65.787412,Chem,20170308,2897,SYZ-JAM,Syzygium jambos,Syzygium,jambos,Old,Upper,Sunlit
BNL12904,SB2,18.302924,-65.787412,Chem,20170308,1849,ING-LAU,Inga laurina (Sw.) Willd.,Inga,laurina (Sw.) Willd.,Old,Lower,Shaded
BNL12904T,SB2,18.302924,-65.787412,Chem,20170308,1849,ING-LAU,Inga laurina (Sw.) Willd.,Inga,laurina (Sw.) Willd.,Old,Lower,Shaded
BNL12905,SB2,18.302924,-65.787412,Chem,20170308,2419,SYZ-JAM,Syzygium jambos,Syzygium,jambos,Young,Mid,Part_Sun
BNL12905T,SB2,18.302924,-65.787412,Chem,20170308,2419,SYZ-JAM,Syzygium jambos,Syzygium,jambos,Young,Mid,Part_Sun
BNL12906,SB2,18.302924,-65.787412,Chem,20170308,2419,SYZ-JAM,Syzygium jambos,Syzygium,jambos,Young-Mature,Mid,Part_Sun
BNL12906T,SB2,18.302924,-65.787412,Chem,20170308,2419,SYZ-JAM,Syzygium jambos,Syzygium,jambos,Young-Mature,Mid,Part_Sun
BNL12907,SB2,18.302924,-65.787412,Chem,20170308,2419,SYZ-JAM,Syzygium jambos,Syzygium,jambos,Old,Mid,Part_Sun
BNL12907T,SB2,18.302924,-65.787412,Chem,20170308,2419,SYZ-JAM,Syzygium jambos,Syzygium,jambos,Old,Mid,Part_Sun
BNL12908,SB2,18.302924,-65.787412,Chem,20170308,821,SYZ-JAM,Syzygium jambos,Syzygium,jambos,Old,Mid,Part_Sun
BNL12908T,SB2,18.302924,-65.787412,Chem,20170308,821,SYZ-JAM,Syzygium jambos,Syzygium,jambos,Old,Mid,Part_Sun
BNL12909,SB2,18.302924,-65.787412,Chem,20170308,821,SYZ-JAM,Syzygium jambos,Syzygium,jambos,Young,Mid,Part_Sun
BNL12909T,SB2,18.302924,-65.787412,Chem,20170308,821,SYZ-JAM,Syzygium jambos,Syzygium,jambos,Young,Mid,Part_Sun
BNL12910,SB2,18.302924,-65.787412,Chem,20170308,3537,ALC-LAT,Alchornea latifolia Sw.,Alchornea,latifolia Sw.,Young,Mid,Part_Sun
BNL12910T,SB2,18.302924,-65.787412,Chem,20170308,3537,ALC-LAT,Alchornea latifolia Sw.,Alchornea,latifolia Sw.,Young,Mid,Part_Sun
BNL12911,SB2,18.302924,-65.787412,Chem,20170309,3537,ALC-LAT,Alchornea latifolia Sw.,Alchornea,latifolia Sw.,Mature,Mid,Part_Sun
BNL12911T,SB2,18.302924,-65.787412,Chem,20170309,3537,ALC-LAT,Alchornea latifolia Sw.,Alchornea,latifolia Sw.,Mature,Mid,Part_Sun
BNL12912,SB2,18.302924,-65.787412,Chem,20170309,3537,ALC-LAT,Alchornea latifolia Sw.,Alchornea,latifolia Sw.,Old,Mid,Part_Sun
BNL12912T,SB2,18.302924,-65.787412,Chem,20170309,3537,ALC-LAT,Alchornea latifolia Sw.,Alchornea,latifolia Sw.,Old,Mid,Part_Sun
BNL12913,SB2,18.302924,-65.787412,Chem,20170309,3544,TAB-HET,Tabebuia heterophylla (DC.) Britton,Tabebuia,heterophylla (DC.) Britton,Mature,Mid,Part_Sun
BNL12913T,SB2,18.302924,-65.787412,Chem,20170309,3544,TAB-HET,Tabebuia heterophylla (DC.) Britton,Tabebuia,heterophylla (DC.) Britton,Mature,Mid,Part_Sun
BNL12914,SB2,18.302924,-65.787412,Chem,20170309,3544,TAB-HET,Tabebuia heterophylla (DC.) Britton,Tabebuia,heterophylla (DC.) Britton,Old,Mid,Part_Sun
BNL12914T,SB2,18.302924,-65.787412,Chem,20170309,3544,TAB-HET,Tabebuia heterophylla (DC.) Britton,Tabebuia,heterophylla (DC.) Britton,Old,Mid,Part_Sun
BNL12915,SB2,18.302924,-65.787412,Chem,20170308,1946,ALC-LAT,Alchornea latifolia Sw.,Alchornea,latifolia Sw.,Young,Upper,Sunlit
BNL12915T,SB2,18.302924,-65.787412,Chem,20170308,1946,ALC-LAT,Alchornea latifolia Sw.,Alchornea,latifolia Sw.,Young,Upper,Sunlit
BNL12916,SB2,18.302924,-65.787412,Chem,20170308,1946,ALC-LAT,Alchornea latifolia Sw.,Alchornea,latifolia Sw.,Old,Upper,Sunlit
BNL12916T,SB2,18.302924,-65.787412,Chem,20170308,1946,ALC-LAT,Alchornea latifolia Sw.,Alchornea,latifolia Sw.,Old,Upper,Sunlit
BNL12917,SB2,18.302924,-65.787412,Chem,20170309,14028,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Young,Mid,Part_Sun
BNL12917T,SB2,18.302924,-65.787412,Chem,20170309,14028,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Young,Mid,Part_Sun
BNL12918,SB2,18.302924,-65.787412,Spectra,20170309,14028,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Mature,-9999,-9999
BNL12918T,SB2,18.302924,-65.787412,Spectra,20170309,14028,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Mature,-9999,-9999
BNL12919,SB2,18.302924,-65.787412,Chem,20170309,14028,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Old,Mid,Part_Sun
BNL12919T,SB2,18.302924,-65.787412,Chem,20170309,14028,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Old,Mid,Part_Sun
BNL12920,SB2,18.302924,-65.787412,Chem,20170308,1852,CAL-CAL,calophyllum calaba,calophyllum,calaba,Young,Lower,Shaded
BNL12920T,SB2,18.302924,-65.787412,Chem,20170308,1852,CAL-CAL,calophyllum calaba,calophyllum,calaba,Young,Lower,Shaded
BNL12921,SB2,18.302924,-65.787412,Chem,20170308,1852,CAL-CAL,calophyllum calaba,calophyllum,calaba,Old,Lower,Shaded
BNL12921T,SB2,18.302924,-65.787412,Chem,20170308,1852,CAL-CAL,calophyllum calaba,calophyllum,calaba,Old,Lower,Shaded
BNL12922,SB2,18.302924,-65.787412,Chem,20170308,74,TAB-HET,Tabebuia heterophylla (DC.) Britton,Tabebuia,heterophylla (DC.) Britton,Old,Lower,Shaded
BNL12922T,SB2,18.302924,-65.787412,Chem,20170308,74,TAB-HET,Tabebuia heterophylla (DC.) Britton,Tabebuia,heterophylla (DC.) Britton,Old,Lower,Shaded
BNL12923,SB2,18.302924,-65.787412,Chem,20170308,1287,CAL-CAL,calophyllum calaba,calophyllum,calaba,Young,Lower,Shaded
BNL12923T,SB2,18.302924,-65.787412,Chem,20170308,1287,CAL-CAL,calophyllum calaba,calophyllum,calaba,Young,Lower,Shaded
BNL12924,SB2,18.302924,-65.787412,Chem,20170308,1287,CAL-CAL,calophyllum calaba,calophyllum,calaba,Old,Lower,Shaded
BNL12924T,SB2,18.302924,-65.787412,Chem,20170308,1287,CAL-CAL,calophyllum calaba,calophyllum,calaba,Old,Lower,Shaded
BNL12925,SB2,18.302924,-65.787412,Chem,20170308,155,ALC-LAT,Alchornea latifolia Sw,Alchornea,latifolia Sw.,Mature,Mid,Part_Sun
BNL12925T,SB2,18.302924,-65.787412,Chem,20170308,155,ALC-LAT,Alchornea latifolia Sw,Alchornea,latifolia Sw.,Mature,Mid,Part_Sun
BNL12926,SB2,18.302924,-65.787412,Chem,20170309,155,ALC-LAT,Alchornea latifolia Sw,Alchornea,latifolia Sw.,Old,Mid,Part_Sun
BNL12926T,SB2,18.302924,-65.787412,Chem,20170309,155,ALC-LAT,Alchornea latifolia Sw,Alchornea,latifolia Sw.,Old,Mid,Part_Sun